"LIMIT_BAL","SEX","EDUCATION","MARRIAGE","AGE","PAY_MEAN","BILL_MEAN","PAY_AMT_MEAN","PAY_DIFF","default.payment.next.month"
180000,2,2,2,36,-1.4,608.4,1912.4,609.8,0
200000,2,2,1,45,0,111555.4,5201.6,111555.4,0
500000,2,1,2,27,-0.2,23086.4,7290,23086.6,1
200000,2,2,2,30,-1.6,1489,1490,1490.6,0
110000,2,2,1,27,1,103728.6,2859,103727.6,0
100000,2,2,2,31,2,42107.2,1800,42105.2,1
70000,2,2,1,33,0,20416.2,4339.4,20416.2,0
130000,2,3,1,47,0.4,3516.2,2297.8,3515.8,0
30000,2,2,1,35,2,19569.4,1045.2,19567.4,1
30000,2,2,1,43,0.8,15807.8,1217.6,15807,0
180000,2,1,2,27,-0.4,20234.2,7008.6,20234.6,0
100000,2,2,2,27,0,49258.2,2024.4,49258.2,0
150000,2,2,2,30,-1.2,53.6,53.6,54.8,0
140000,2,2,1,32,0,132915.8,5020,132915.8,0
240000,2,1,2,45,-2,20668.8,0,20670.8,0
340000,2,2,1,37,-2,1440,0,1442,0
200000,2,2,1,37,0,121343.4,6100,121343.4,0
360000,2,2,1,39,-2,840.2,0,842.2,1
270000,2,4,1,33,-2,241,241,243,0
140000,2,3,1,33,-1,1344.2,1260.2,1345.2,0
120000,2,2,2,33,-2,0,0,2,0
300000,2,1,1,35,-1.6,1069,95.4,1070.6,0
360000,2,2,1,41,0,6319,4800,6319,0
430000,2,1,2,29,-0.2,22401.4,3953.4,22401.6,0
180000,2,1,2,29,-1,458,637.8,459,1
170000,2,2,1,29,0,48628.8,2232.8,48628.8,0
20000,2,2,1,37,-1,878.2,793.8,879.2,0
50000,2,2,1,48,0,37038.4,2352.2,37038.4,0
120000,2,1,2,34,-0.8,3068.2,3049.8,3069,0
80000,2,1,2,32,-1,5080,5210.2,5081,0
90000,2,2,1,33,0,6837.6,2094.8,6837.6,0
90000,2,2,1,32,0,25663.4,1307.6,25663.4,0
80000,2,1,1,32,-1.4,2546,2318.8,2547.4,0
230000,2,1,2,29,-1,12148.4,6352.4,12149.4,0
290000,2,2,2,30,-2,4144.4,3897.6,4146.4,0
360000,2,2,1,44,0.6,48407.4,1541.4,48406.8,0
270000,2,2,1,43,-1,19513.4,879,19514.4,0
60000,2,3,1,43,0,43234,5151.4,43234,0
360000,2,2,2,33,0,7224.2,1080.2,7224.2,0
100000,2,1,2,28,0,22306.2,1412.6,22306.2,0
180000,2,5,1,44,-0.6,5729.4,3614.2,5730,0
80000,2,2,1,31,-2,1827.8,1435,1829.8,0
80000,2,2,1,34,-2,0,0,2,0
220000,2,2,1,35,0,47400,2000,47400,0
240000,2,2,1,43,-0.8,5040,5285,5040.8,0
270000,2,2,1,34,0,111203.8,4820,111203.8,0
170000,2,2,2,44,-0.8,7343.2,7728,7344,1
190000,2,3,2,29,0,82536.6,2600,82536.6,0
200000,2,1,2,31,-0.2,1000,0,1000.2,1
150000,2,2,1,34,-0.8,9616.8,2963.6,9617.6,0
90000,2,3,1,44,0.4,5965.4,2934.6,5965,0
400000,2,3,1,44,0,33260.6,3115,33260.6,0
140000,2,1,2,25,0,22476.6,2452,22476.6,0
50000,2,3,1,48,0,40597.4,2800,40597.4,0
210000,2,2,1,46,0,112019,4059.2,112019,0
210000,2,1,2,30,0,90190.2,3770.2,90190.2,0
180000,2,2,1,41,-1,7403.4,9148.8,7404.4,0
100000,2,1,2,30,-1.2,7839,7753,7840.2,0
300000,2,1,1,34,-1.2,181,192.2,182.2,0
250000,2,2,2,36,-1,948.8,948.8,949.8,0
30000,2,1,2,25,0,28016.8,1309.6,28016.8,0
80000,2,2,1,31,0,54652.6,2724.6,54652.6,1
240000,2,1,1,38,-0.4,8355.8,7512.4,8356.2,0
80000,2,1,2,23,0,24753.4,3500,24753.4,0
50000,2,2,2,36,0.4,27384.8,2598.6,27384.4,1
210000,2,2,2,32,-2,348,278.2,350,0
160000,2,2,2,31,0,114050.4,5859,114050.4,0
130000,2,1,1,43,-2,5111.4,6443.6,5113.4,0
300000,2,2,1,39,-0.8,121919,2740,121919.8,0
50000,2,2,1,41,1.2,21127.4,583.6,21126.2,1
150000,2,2,1,40,-1,6031.4,2827.6,6032.4,0
500000,2,1,1,43,-2,5813.4,8117.2,5815.4,0
200000,2,2,1,40,0,19449.6,1881.6,19449.6,0
300000,2,1,2,33,-1,3800.8,1307.8,3801.8,0
230000,2,2,2,40,-0.6,67381.4,4516.8,67382,0
30000,2,3,1,44,0,28489.6,1359.2,28489.6,0
170000,2,2,1,41,-2,652,568,654,0
70000,2,2,2,37,0,78336.2,2723.6,78336.2,0
310000,2,2,1,46,-1,3006.4,636.6,3007.4,0
50000,2,1,1,41,2.2,47965.4,2000,47963.2,0
180000,2,2,2,44,-0.4,17371.4,2457.2,17371.8,0
500000,2,1,1,39,-2,3450.6,3076.8,3452.6,0
330000,2,2,2,41,0,83144.2,6516.4,83144.2,0
150000,2,4,3,49,-0.6,2727.2,4243.6,2727.8,0
110000,2,2,2,42,0,95062.2,3240.8,95062.2,0
230000,2,2,1,46,-1,409.2,732.4,410.2,1
50000,2,1,1,46,-0.6,3408,1398.6,3408.6,0
60000,2,3,2,40,-1.6,145.6,2161.4,147.2,0
450000,2,1,2,46,-2,1738.4,1441.2,1740.4,0
240000,2,1,2,38,-2,3216,3216,3218,0
90000,2,2,1,43,-2,0,0,2,0
170000,2,2,1,38,-0.8,3021.2,211,3022,0
120000,2,2,1,37,-0.2,15720.2,7307.4,15720.4,0
260000,2,1,1,42,-1,3082.6,4176.8,3083.6,0
300000,2,2,2,43,0,34540.4,2001.6,34540.4,0
110000,2,1,1,43,-0.8,8856,1345,8856.8,1
220000,2,2,1,40,-0.8,5626,3015.6,5626.8,0
280000,2,1,2,36,-1,5103.4,5437.2,5104.4,0
70000,2,2,1,39,2.2,21339.4,1220,21337.2,1
130000,2,2,2,36,0,97469.2,4600.4,97469.2,0
80000,2,3,0,37,-2,120,0,122,0
150000,2,1,1,33,2,107671.6,4300,107669.6,1
160000,2,1,1,33,-1.4,0,0,1.4,0
150000,2,5,1,34,0,18341.2,2200,18341.2,0
130000,2,3,1,45,-0.4,498,2472,498.4,0
210000,2,2,1,40,-1.6,2960.8,2999.8,2962.4,0
220000,2,1,2,33,-0.4,1051,897.2,1051.4,0
80000,2,2,2,32,0,64668.8,8020.8,64668.8,0
210000,2,5,2,32,-2,0,0,2,0
160000,2,1,1,32,0,86030.8,2523.2,86030.8,0
160000,2,1,2,33,-1.6,5501.4,5361.6,5503,1
90000,2,2,1,36,-0.6,583.4,1104.8,584,0
180000,2,1,2,33,-0.8,2369.2,4309.2,2370,0
360000,2,2,1,39,0.2,2217.2,2627.8,2217,0
120000,2,1,2,27,-1.6,186.8,0,188.4,1
20000,2,1,2,27,0,4749.4,874.2,4749.4,0
230000,2,1,2,28,0.2,14927.6,5824,14927.4,0
30000,2,2,2,29,-2,1671.4,1819.8,1673.4,0
170000,2,2,2,29,0,65220.2,2841,65220.2,0
140000,2,1,2,29,-0.6,2123.4,3022.8,2124,0
500000,2,1,2,36,-1,3954.8,1985.4,3955.8,0
150000,2,1,1,32,0,22254.6,2045.8,22254.6,0
30000,2,1,2,46,0.4,21799.4,1707,21799,0
180000,2,2,1,47,-1.6,5631.2,4051.2,5632.8,0
150000,2,2,1,41,2,71118.4,2960,71116.4,1
320000,2,1,2,32,-0.8,8562.2,7600,8563,0
200000,2,2,1,38,-2,3747,3920.6,3749,0
200000,2,2,1,45,1,5062.2,498.2,5061.2,0
230000,2,1,1,35,-0.6,1599.6,892.4,1600.2,1
100000,2,1,2,31,-2,639.2,2758,641.2,0
360000,2,3,2,45,-2,0,0,2,1
230000,2,1,1,34,-2,141.4,0,143.4,0
170000,2,2,2,47,0,36801.2,1760,36801.2,0
50000,2,2,1,40,0.4,8887.6,895.8,8887.2,0
100000,2,1,1,47,0.4,134.4,600,134,1
150000,2,1,2,28,0,87064.4,3600,87064.4,0
280000,2,2,2,33,0,44846.6,6228.6,44846.6,0
150000,2,2,2,40,-2,4558.6,2936.2,4560.6,0
100000,2,2,1,36,2,78275,3260,78273,1
70000,2,2,1,37,0.4,69125.2,2528.2,69124.8,1
240000,2,2,1,41,-2,0,0,2,1
470000,2,2,2,33,-1.8,155.8,155.8,157.6,1
80000,2,2,1,46,-1,390,390,391,1
220000,2,2,2,47,0,113172.6,6300,113172.6,0
80000,2,2,2,30,-1,5116.4,3971.2,5117.4,0
290000,2,1,1,36,-2,4063.8,3507.2,4065.8,0
170000,2,3,2,41,0,56707.8,2174.6,56707.8,0
90000,2,3,0,42,0.4,14559.8,1645.4,14559.4,1
130000,2,1,2,31,0,131346.2,6320,131346.2,0
200000,2,3,1,32,-2,9060.6,9145.6,9062.6,0
360000,2,2,2,35,0,37755,6490.6,37755,0
60000,2,1,1,28,0,48924.4,2240,48924.4,0
130000,2,2,2,42,1.8,121368.6,5200,121366.8,0
80000,2,2,2,28,0.2,156,104,155.8,1
180000,2,2,1,31,0,31166.2,1282.6,31166.2,0
110000,2,2,1,45,0,37634.2,1537.2,37634.2,0
30000,2,3,2,47,0,27267.6,1839,27267.6,0
200000,2,2,2,27,0,129615,4927.8,129615,0
30000,2,5,1,33,0,25947.8,1597.2,25947.8,0
210000,2,1,2,27,-0.4,1763.8,1929.8,1764.2,1
80000,2,5,1,30,-2,0,0,2,0
120000,2,3,1,40,0,73862.8,2365.6,73862.8,0
30000,2,2,1,43,-1.2,4789.2,3779.4,4790.4,0
260000,2,5,1,41,-1,3121.2,3969.2,3122.2,0
230000,2,2,2,30,-0.4,3503.6,2797.2,3504,1
150000,2,2,2,40,0,72363.4,3341,72363.4,0
170000,2,2,1,29,0,62478.2,2179.4,62478.2,0
90000,2,2,1,35,0.4,37793.8,1760,37793.4,0
70000,2,3,1,40,-1.2,2979.2,0,2980.4,0
100000,2,1,2,28,0.6,88960.2,2744.4,88959.6,0
50000,2,3,1,34,0,23164.6,1158.8,23164.6,0
30000,2,2,1,35,0,29377,1351.8,29377,0
210000,2,3,1,41,-0.8,23393.4,4086.6,23394.2,0
20000,2,3,0,35,0.4,1703.8,572.4,1703.4,0
70000,2,2,1,34,0,45841.8,2292.8,45841.8,1
120000,2,1,2,34,-0.4,6442.8,2656,6443.2,0
300000,2,1,2,36,-2,319.6,273.6,321.6,0
310000,2,2,1,39,-2,360,360,362,0
20000,2,3,2,34,-2,0,0,2,1
100000,2,2,1,32,0,67123,2709.8,67123,0
280000,2,2,1,44,-1,3654.2,2883.2,3655.2,0
210000,2,2,1,37,-2,1646.2,1255.8,1648.2,0
290000,2,3,2,47,-0.8,8856,7124.8,8856.8,0
160000,2,1,1,36,-2,7146,3350.6,7148,0
280000,2,2,2,37,-1,2044,2042.8,2045,0
200000,2,2,1,32,-2,499.8,398,501.8,0
180000,2,2,2,33,-0.8,5351,4256.4,5351.8,0
240000,2,1,2,34,-0.8,464.4,882.8,465.2,0
180000,2,2,1,36,-2,0,0,2,0
50000,2,2,2,35,1.4,20134.6,1627,20133.2,0
30000,2,3,2,38,0.8,27127.2,1768.8,27126.4,1
50000,2,1,1,38,1.4,50656.8,4040,50655.4,0
60000,2,2,1,31,0,34609.6,1298.8,34609.6,0
50000,2,3,2,32,0,43456.8,1599.2,43456.8,0
280000,2,1,1,32,0,121080.6,5202.4,121080.6,0
170000,2,2,1,45,-0.4,9484.6,5939.8,9485,0
110000,2,2,1,36,-1,1899.6,1690.4,1900.6,1
90000,2,3,1,47,1.2,81602.8,2265.2,81601.6,1
260000,2,1,1,36,-0.4,6510.6,3359.4,6511,0
60000,2,2,1,33,0,57891.8,2380,57891.8,0
160000,2,2,2,39,-1,6017.8,6378.2,6018.8,0
230000,2,1,2,33,-0.4,3437,2185.4,3437.4,0
50000,2,2,2,48,-0.8,1402,1126.8,1402.8,0
390000,2,2,2,45,0,60708.2,4600,60708.2,0
290000,2,2,1,35,-0.6,13428,5715,13428.6,0
30000,2,3,1,46,0,27688.2,1578,27688.2,0
100000,2,1,1,38,-1,812.4,876.2,813.4,0
190000,2,2,1,34,-1.4,-18,0,-16.6,0
200000,2,1,2,35,-2,3320.6,3606.4,3322.6,0
180000,2,3,2,32,0,5457.8,2143.6,5457.8,0
80000,2,2,1,39,0,41109.4,1900,41109.4,0
140000,2,2,1,37,0,129452.2,6347.2,129452.2,0
360000,2,1,2,39,-1.4,395.2,181.2,396.6,1
250000,2,2,1,45,-2,3937.2,3507.8,3939.2,0
320000,2,1,1,36,0,3486.4,1879.8,3486.4,0
100000,2,2,1,42,0,66331.8,3100,66331.8,0
230000,2,2,2,41,-2,12796.2,8971.2,12798.2,0
150000,2,3,1,43,0,20748.6,1265.4,20748.6,1
60000,2,3,1,48,0,52601.2,2240,52601.2,0
10000,2,2,2,48,0.4,6202,2167.6,6201.6,0
140000,2,3,1,39,0,69902.6,6140.2,69902.6,0
90000,2,2,2,33,0,81918.2,3105,81918.2,0
390000,2,2,2,39,0,55519,3600,55519,0
150000,2,1,1,38,-1.6,1894.8,0,1896.4,0
170000,2,2,2,48,0,24856,1680,24856,0
170000,2,2,1,45,1,115723.2,4854,115722.2,1
280000,2,1,2,46,-1,3677,3349.2,3678,0
320000,2,5,1,46,-2,8644.6,5230.6,8646.6,0
210000,2,2,1,42,-1.2,1110,769.6,1111.2,0
110000,2,2,1,43,1.8,100811.8,4160,100810,0
90000,2,2,2,34,0,20236.4,1403.6,20236.4,0
50000,2,2,2,36,0,27988.8,1956.4,27988.8,1
210000,2,1,2,39,-0.8,7060.8,5744.8,7061.6,0
80000,2,2,1,37,2,2613.8,685.4,2611.8,1
50000,2,3,1,45,0,35466.2,1703.6,35466.2,0
270000,2,2,2,34,-2,30983.8,6885.8,30985.8,0
30000,2,3,2,39,0,30450.6,2200,30450.6,0
150000,2,3,2,35,0.2,1231.2,892.6,1231,0
140000,2,2,1,41,0,53924.8,1978.2,53924.8,0
120000,2,3,1,42,-1,2968.8,2894.4,2969.8,0
50000,2,3,1,31,0,32181.6,911.6,32181.6,0
350000,2,1,2,32,-2,490.8,520.8,492.8,0
300000,2,2,2,32,0,120962.8,5011,120962.8,0
380000,2,1,2,33,-2,9645,8476.2,9647,0
190000,2,1,2,33,-2,3484.6,4070.4,3486.6,0
230000,2,2,2,35,-2,0,0,2,1
390000,2,2,1,35,1.2,60893.8,1984.6,60892.6,0
220000,2,0,1,35,-2,2304.8,2368.6,2306.8,0
120000,2,2,1,41,0,105128,3501,105128,1
300000,2,2,2,49,-1.4,0,0,1.4,0
210000,2,1,2,42,-1,8608.6,7852.6,8609.6,0
50000,2,2,1,37,0,43935.6,2120.4,43935.6,0
110000,2,3,1,42,0,79600.8,2237.4,79600.8,0
20000,2,1,2,37,-1,200.8,200.8,201.8,0
140000,2,3,1,39,0,130492.4,6240,130492.4,0
160000,2,1,1,40,-1,6402.6,6375.8,6403.6,0
260000,2,3,1,38,-1,2927.6,2927.6,2928.6,0
150000,2,3,1,45,-1.4,0,2128,1.4,0
50000,2,2,1,33,0,32275.8,2596.8,32275.8,0
80000,2,3,1,36,0,68368.4,7200,68368.4,0
270000,2,2,1,37,-1.2,117.2,326,118.4,0
60000,2,2,1,40,0,51101.8,1760,51101.8,0
50000,2,2,1,45,0,17322.4,1298.8,17322.4,0
290000,2,1,1,33,1.2,36857,1236.6,36855.8,1
180000,2,2,2,39,-1,671,671,672,1
360000,2,1,1,43,-0.2,14696.4,1593,14696.6,0
260000,2,3,2,40,-1.2,652,600,653.2,0
290000,2,2,2,38,-1.4,10006.6,5345.4,10008,0
50000,2,2,1,36,1.8,17980.6,1000.4,17978.8,0
10000,2,2,1,37,-1,4956.8,4210.2,4957.8,0
180000,2,1,1,39,-0.4,1898,2443.8,1898.4,1
150000,2,2,2,39,0.8,20388.2,1506.4,20387.4,0
250000,2,1,2,44,-1.4,211.8,88.8,213.2,0
130000,2,2,2,37,1.6,85482.2,3060,85480.6,1
540000,2,1,2,37,-0.6,4771,5113.2,4771.6,0
80000,2,2,2,40,0,81152.8,3467.8,81152.8,0
120000,2,2,1,36,-1,220,220,221,1
230000,2,2,1,35,0,33214.4,2407,33214.4,0
60000,2,3,2,37,0,50761,2120,50761,0
290000,2,4,1,49,-1.6,1096,335.4,1097.6,0
130000,2,2,1,49,-1,-78,546,-77,0
180000,2,2,2,46,-2,3315.4,4800.6,3317.4,0
140000,2,3,1,42,0,136832.2,5814.2,136832.2,1
210000,2,2,1,42,-2,0,0,2,0
150000,2,2,1,49,-1,6796.6,7576.6,6797.6,0
360000,2,2,1,37,-2,7744.6,5730.2,7746.6,0
250000,2,2,1,36,0,66529.6,9073.4,66529.6,0
30000,2,3,2,44,1.4,26282.8,2060,26281.4,0
200000,2,1,1,42,-0.4,1784.8,1929.6,1785.2,0
130000,2,2,1,35,0,97819,4565.6,97819,0
100000,2,3,1,35,-0.2,52299.2,1712.2,52299.4,0
40000,2,3,1,43,-0.2,838,352,838.2,0
130000,2,3,1,39,0.4,97271.6,4020,97271.2,1
160000,2,3,1,34,-2,775,772.8,777,0
150000,2,1,2,35,-2,6223.6,6223.6,6225.6,0
130000,2,2,2,45,-0.2,116103.8,4840.8,116104,0
180000,2,2,1,39,-2,0,0,2,1
150000,2,2,2,30,0.8,66560.8,3404.6,66560,0
100000,2,2,2,31,-2,3011.4,2278.6,3013.4,1
30000,2,2,2,31,-0.8,11546,1000,11546.8,0
160000,2,1,2,25,-0.6,6490.4,4925,6491,0
50000,2,2,2,28,0.6,2000.2,967.2,1999.6,1
130000,2,2,1,29,0,72082.2,4277,72082.2,0
140000,2,3,2,31,0,104016.2,3464,104016.2,0
90000,2,2,2,35,2,71195.6,6687.2,71193.6,0
50000,2,2,2,25,0,37736.6,1532.2,37736.6,0
50000,2,2,1,37,0,49415.6,1302.2,49415.6,0
100000,2,2,1,42,-2,633.6,743.6,635.6,0
20000,2,3,2,40,1.6,16353.8,1600.2,16352.2,0
160000,2,1,2,30,0,68271.4,3000,68271.4,1
390000,2,2,1,32,-1,4728.4,5670.8,4729.4,0
30000,2,3,1,39,-0.6,865.6,350.2,866.2,1
20000,2,2,1,46,0.2,1959.8,200,1959.6,1
210000,2,2,2,31,0,115568.8,3767.2,115568.8,0
300000,2,4,1,31,-2,0,0,2,0
220000,2,1,2,31,-1.6,46.4,100,48,0
270000,2,1,2,33,0,53663.8,4607.6,53663.8,0
90000,2,2,1,40,2,6170.4,760,6168.4,1
300000,2,1,2,29,-1.4,0,0,1.4,0
130000,2,2,2,31,0,99748,4240,99748,0
80000,2,1,1,29,-0.8,1179.4,1480,1180.2,0
280000,2,2,1,34,-2,8281.6,9363.6,8283.6,0
80000,2,3,2,44,0.4,37247.6,2060,37247.2,1
130000,2,3,2,39,1.4,3421.8,745.2,3420.4,0
270000,2,1,1,42,-0.6,5332.2,1818.2,5332.8,0
20000,2,2,1,41,-0.8,3963.2,2505.6,3964,0
170000,2,2,2,47,0,39391.4,3102.4,39391.4,0
240000,2,1,2,35,-2,8017.2,9565.2,8019.2,0
170000,2,2,2,36,-2,957.8,388.2,959.8,0
260000,2,1,1,38,-1.6,1002.6,1402.6,1004.2,1
150000,2,1,2,36,0,48449.2,3800,48449.2,0
320000,2,2,2,34,-0.6,546.8,1901,547.4,0
90000,2,2,1,34,0,19870.8,5322.4,19870.8,0
300000,2,2,2,43,-2,2063,4421.2,2065,0
200000,2,2,2,36,1.8,76842.4,3400,76840.6,0
160000,2,3,1,44,-0.4,300,0,300.4,1
120000,2,1,2,29,-2,0,0,2,0
120000,2,1,2,30,-0.4,332.8,416,333.2,1
90000,2,2,2,30,0.6,68517,1647.8,68516.4,1
230000,2,2,1,30,-0.4,3756.6,2502.6,3757,0
210000,2,2,1,32,-2,0,0,2,0
400000,2,1,1,33,-0.4,11615.6,5335.4,11616,0
150000,2,3,1,41,0,92501.2,3407.2,92501.2,1
50000,2,1,2,27,-1,3637.6,1217,3638.6,0
150000,2,2,1,28,-0.8,3150,680,3150.8,1
230000,2,2,2,28,-2,0,0,2,1
30000,2,2,2,28,3.4,1200,0,1196.6,1
100000,2,3,1,29,-1,1957.2,3693.8,1958.2,0
30000,2,3,1,34,0,3291.6,1673.6,3291.6,1
110000,2,2,2,40,0,87188,3185.2,87188,0
300000,2,3,1,39,1.2,39312,2110.8,39310.8,0
240000,2,3,0,37,-0.8,5208.6,5968,5209.4,0
220000,2,1,2,28,-2,3309.6,3449.2,3311.6,0
30000,2,2,1,37,-2,3566,4458,3568,0
20000,2,1,2,49,0,21104.4,1315.2,21104.4,0
270000,2,4,2,29,-0.8,1876.2,7872.8,1877,0
270000,2,1,2,34,0,129021.8,5164.6,129021.8,0
400000,2,2,1,34,0,39091.8,5447.4,39091.8,0
320000,2,1,2,39,0,100381.6,9000,100381.6,0
430000,2,1,2,30,0,73680.6,7211.2,73680.6,0
140000,2,2,2,31,-1,30.4,15.2,31.4,1
70000,2,2,1,31,-0.4,5900.2,3246.4,5900.6,0
110000,2,2,2,31,0,2817.8,845.4,2817.8,0
30000,2,5,1,31,0,25341,1065.2,25341,0
310000,2,1,1,47,-0.2,5497.8,3200,5498,0
130000,2,1,2,32,0,127887.4,6200,127887.4,0
130000,2,2,1,32,0,119752.4,5025.4,119752.4,0
300000,2,1,1,35,-2,0,0,2,0
110000,2,2,1,35,-0.6,1543,1531,1543.6,0
50000,2,2,1,44,1.8,27157.4,1420,27155.6,1
300000,2,1,2,40,1.6,5530.4,1000,5528.8,1
200000,2,2,1,36,-2,1383.2,761.2,1385.2,0
360000,2,3,2,38,-0.8,6072.4,3414.2,6073.2,1
500000,2,1,2,34,0,76579.4,2841.2,76579.4,0
290000,2,2,1,42,0,21864.2,3766,21864.2,0
430000,2,1,1,37,-2,1494.4,1494.8,1496.4,1
180000,2,3,2,34,-1.2,3164.6,2786.2,3165.8,0
90000,2,3,1,35,0,35269,1495.2,35269,0
230000,2,2,2,37,0.4,24423.4,1170.4,24423,0
70000,2,2,1,39,0,27174.2,1531.2,27174.2,0
110000,2,2,1,38,-2,2655.8,1869,2657.8,0
70000,2,3,1,32,0,69519.2,2696.2,69519.2,0
180000,2,2,1,32,-0.4,2121,1424.8,2121.4,0
240000,2,3,2,35,-2,0,0,2,1
210000,2,1,1,40,-2,0,0,2,0
20000,2,2,2,46,-1.2,234,156,235.2,1
80000,2,3,1,48,-0.2,5427.6,1768,5427.8,0
50000,2,1,2,33,0,15505.6,1140,15505.6,0
80000,2,3,2,33,-0.8,5564.8,4367.2,5565.6,0
80000,2,1,2,34,-0.2,20820,8082.8,20820.2,0
360000,2,2,2,35,-0.6,10092,9101.6,10092.6,0
50000,2,2,2,48,2.4,9657.2,200,9654.8,0
140000,2,2,1,42,-0.8,735,735,735.8,0
200000,2,2,1,34,-2,0,0,2,1
600000,2,2,1,38,1.4,41791,1500,41789.6,0
20000,2,2,1,46,2.8,16100.4,615.4,16097.6,1
140000,2,1,1,40,0.8,34916,1276.6,34915.2,1
240000,2,2,2,38,-1.4,0,0,1.4,1
20000,2,1,2,32,-1.2,2780.8,2744,2782,1
310000,2,2,1,32,0,67100.6,1967,67100.6,0
230000,2,3,1,39,0.6,3356,1098,3355.4,0
130000,2,1,2,34,-2,161.2,161.2,163.2,0
20000,2,2,1,29,1.2,18621.6,1975.4,18620.4,0
200000,2,3,2,33,0.6,16483.4,1850,16482.8,0
200000,2,2,1,40,-2,1264.8,3421,1266.8,0
500000,2,1,2,28,-2,2349.4,1657.8,2351.4,0
80000,2,2,1,37,-0.2,8988.8,3158,8989,0
360000,2,1,2,29,-2,0,0,2,1
30000,2,2,1,33,0,29982,1312,29982,0
350000,2,1,1,36,-2,934,8267.4,936,0
260000,2,2,1,31,-1,1570.4,1310.2,1571.4,0
190000,2,2,1,37,1.2,114887.6,6200,114886.4,0
230000,2,2,1,34,-2,123,123,125,0
650000,2,3,2,39,-0.8,1489.4,3043,1490.2,0
700000,2,2,2,34,-2,1943.2,1610.4,1945.2,0
270000,2,1,1,40,-0.6,10173.2,7041.2,10173.8,0
100000,2,2,1,43,0,78270.8,2293.2,78270.8,0
410000,2,2,2,33,-2,8659.2,7816.2,8661.2,0
80000,2,2,1,39,0,56558.2,6252.2,56558.2,1
450000,2,3,1,36,-2,0,0,2,0
30000,2,6,2,45,0,27358.8,1300,27358.8,0
200000,2,1,2,34,-0.8,6756,6851,6756.8,0
60000,2,2,2,34,0.4,53615.8,7658,53615.4,0
280000,2,2,1,34,-2,8465.2,8744.2,8467.2,0
230000,2,1,1,36,-1,1265.6,1474,1266.6,0
210000,2,2,2,31,-1,1191.4,960.6,1192.4,1
270000,2,1,2,37,-2,6445.6,4877.2,6447.6,0
80000,2,3,1,41,-1,5356.2,6099.4,5357.2,0
80000,2,2,1,44,-0.6,240,120,240.6,0
360000,2,2,1,40,-1,7663.4,5596.2,7664.4,0
300000,2,1,2,38,0,9167.8,9442.8,9167.8,1
270000,2,1,1,44,-2,6767.6,7391.8,6769.6,0
200000,2,1,2,46,-2,3368.8,3610.2,3370.8,0
20000,2,2,2,46,-0.6,2433.8,2160,2434.4,1
20000,2,2,1,32,0.8,11395.4,1600,11394.6,1
30000,2,2,1,33,0.8,29596.6,680.2,29595.8,1
50000,2,2,1,39,1.8,21019,3000,21017.2,1
70000,2,3,1,31,0.8,13130.2,1600,13129.4,0
100000,2,1,2,31,0,4174.2,1582.2,4174.2,0
100000,2,3,1,30,1,45507,1740,45506,0
450000,2,1,2,31,-1.4,4092.8,3571,4094.2,0
140000,2,1,2,31,-2,972.4,692.6,974.4,0
100000,2,2,2,30,1,32764.8,1310,32763.8,1
110000,2,1,2,32,-0.2,16517.6,5000,16517.8,0
100000,2,2,2,31,0,94632.8,4031.4,94632.8,1
200000,2,1,2,31,-2,680.2,808.2,682.2,0
100000,2,1,2,30,1.2,11118.8,2000,11117.6,0
50000,2,2,1,30,-1.6,300,0,301.6,1
20000,2,2,1,31,0,11954,1500,11954,0
90000,2,1,2,32,-1.2,2231.2,1054.2,2232.4,0
240000,2,1,2,33,-2,2050.8,2924,2052.8,0
390000,2,1,2,32,0,15930.2,4119,15930.2,0
140000,2,2,2,33,0,62318.2,3203,62318.2,0
120000,2,1,2,33,-1,1458,826,1459,1
30000,2,3,1,33,0,29405.6,1428.2,29405.6,0
230000,2,2,1,32,-0.4,2033,921.2,2033.4,0
320000,2,1,2,32,-0.4,11524.8,4089.6,11525.2,0
110000,2,1,2,32,-0.8,18291.6,380,18292.4,0
60000,2,2,2,31,0.8,37728.6,1954.6,37727.8,1
180000,2,1,2,32,-2,2319.2,2954.8,2321.2,0
140000,2,2,1,33,-0.6,1763.8,1773,1764.4,0
180000,2,1,2,31,-1,1276.8,1172.2,1277.8,0
60000,2,2,2,31,0.6,21273.2,980,21272.6,0
310000,2,2,2,31,0.8,77344,3037.4,77343.2,0
100000,2,1,2,33,-2,5922.4,6816.8,5924.4,0
120000,2,2,2,33,1.8,70725.2,2440,70723.4,1
260000,2,1,2,33,-2,7916.2,7283,7918.2,1
200000,2,1,2,31,-0.2,180,0,180.2,0
110000,2,1,1,31,3.2,87776.2,6440,87773,0
50000,2,1,2,32,0,9387.6,4368.8,9387.6,0
110000,2,1,2,31,-1.2,3351.8,498.2,3353,0
120000,2,2,1,30,1.2,1277.8,973.6,1276.6,0
150000,2,1,2,32,0,18271,7266.6,18271,0
180000,2,2,1,34,-2,9404.4,7632.2,9406.4,1
200000,2,2,2,34,-1,7624.6,5002.2,7625.6,0
350000,2,1,1,36,-0.4,1089.4,1519.4,1089.8,0
200000,2,2,1,36,-2,0,0,2,0
30000,2,2,1,35,0,26123.6,2660.8,26123.6,0
150000,2,2,1,45,0,137755.6,5579.4,137755.6,0
380000,2,3,1,46,-0.8,851.6,1264,852.4,0
